Date;LRC-TOT-VG (COMM_LAST)
;Close
17.7.2020;11361
16.7.2020;11402
15.7.2020;11410
14.7.2020;11431
13.7.2020;11474
10.7.2020;11511
09.7.2020;11522
08.7.2020;11522
07.7.2020;11522
06.7.2020;11530
03.7.2020;11582
02.7.2020;11629
01.7.2020;11650
30.6.2020;11746
29.6.2020;11793
24.6.2020;11879
23.6.2020;11895
22.6.2020;11932
19.6.2020;11960
18.6.2020;12003
17.6.2020;12005
16.6.2020;12043
15.6.2020;12086
12.6.2020;12123
11.6.2020;12210
10.6.2020;12250
09.6.2020;12280
08.6.2020;12309
05.6.2020;12336
04.6.2020;12393
03.6.2020;12437
02.6.2020;12489
01.6.2020;12528
29.5.2020;12728
28.5.2020;12797
27.5.2020;12823
26.5.2020;12848
22.5.2020;12939
21.5.2020;12960
20.5.2020;12981
19.5.2020;13021
18.5.2020;13042
15.5.2020;13080
14.5.2020;13132
13.5.2020;13141
12.5.2020;13157
11.5.2020;13176
07.5.2020;13203
06.5.2020;13219
05.5.2020;13270
04.5.2020;13316
01.5.2020;13372
30.4.2020;13507
28.4.2020;13660
27.4.2020;13663
24.4.2020;13785
23.4.2020;13792
22.4.2020;13812
21.4.2020;13849
20.4.2020;13916
17.4.2020;14008
16.4.2020;14008
15.4.2020;14032
14.4.2020;14113
09.4.2020;14131
08.4.2020;14225
07.4.2020;14272
06.4.2020;14280
03.4.2020;14364
02.4.2020;14366
01.4.2020;14374
31.3.2020;14388
30.3.2020;14404
27.3.2020;14434
25.3.2020;14455
24.3.2020;14468
23.3.2020;14533
20.3.2020;14535
19.3.2020;14548
18.3.2020;14560
17.3.2020;14574
16.3.2020;14743
13.3.2020;14815
12.3.2020;14815
11.3.2020;14832
10.3.2020;14859
09.3.2020;14930
06.3.2020;14949
05.3.2020;15015
04.3.2020;15025
03.3.2020;14988
02.3.2020;14999
28.2.2020;15111
27.2.2020;15127
26.2.2020;15154
25.2.2020;15171
24.2.2020;15186
21.2.2020;15240
20.2.2020;15251
14.2.2020;15270
13.2.2020;15285
12.2.2020;15285
11.2.2020;15118
10.2.2020;14944
07.2.2020;14876
06.2.2020;14735
05.2.2020;14608
04.2.2020;14499
03.2.2020;14335
31.1.2020;14389
30.1.2020;14398
29.1.2020;14388
28.1.2020;14505
27.1.2020;14511
24.1.2020;14448
23.1.2020;14476
22.1.2020;14500
21.1.2020;14553
16.1.2020;14737
15.1.2020;14803
13.1.2020;14826
10.1.2020;14890
09.1.2020;14951
08.1.2020;14951
07.1.2020;14951
06.1.2020;14951
30.12.2019;15053
27.12.2019;15055
24.12.2019;15055
23.12.2019;15065
20.12.2019;15146
19.12.2019;15146
18.12.2019;15168
17.12.2019;15225
12.12.2019;15276
11.12.2019;15288
10.12.2019;15278
05.12.2019;15286
04.12.2019;15282
03.12.2019;15302
02.12.2019;15334
29.11.2019;15360
28.11.2019;15470
27.11.2019;15558
25.11.2019;15589
21.11.2019;15647
14.11.2019;15738
13.11.2019;15756
12.11.2019;15768
11.11.2019;15721
08.11.2019;15733
06.11.2019;15763
05.11.2019;15775
04.11.2019;15790
01.11.2019;15802
31.10.2019;15849
30.10.2019;15849
29.10.2019;15857
25.10.2019;15901
24.10.2019;15920
23.10.2019;15940
22.10.2019;15947
21.10.2019;15806
17.10.2019;15740
16.10.2019;15682
15.10.2019;15690
14.10.2019;15569
11.10.2019;15495
10.10.2019;15431
09.10.2019;15451
08.10.2019;15465
07.10.2019;15469
04.10.2019;15406
03.10.2019;15418
02.10.2019;15420
01.10.2019;15426
30.9.2019;15441
27.9.2019;15464
26.9.2019;15515
25.9.2019;15522
24.9.2019;15531
23.9.2019;15539
20.9.2019;15544
19.9.2019;15516
18.9.2019;15427
17.9.2019;15441
16.9.2019;15405
13.9.2019;15408
12.9.2019;15421
11.9.2019;15424
10.9.2019;15432
09.9.2019;15299
06.9.2019;15362
05.9.2019;15340
04.9.2019;15404
03.9.2019;15336
02.9.2019;15342
30.8.2019;15405
28.8.2019;15296
27.8.2019;15302
23.8.2019;15199
22.8.2019;15240
21.8.2019;15242
20.8.2019;15131
19.8.2019;15050
16.8.2019;15052
15.8.2019;15052
14.8.2019;14945
13.8.2019;14985
12.8.2019;14989
09.8.2019;14789
08.8.2019;14864
07.8.2019;14811
06.8.2019;14748
05.8.2019;14748
02.8.2019;14597
01.8.2019;14599
31.7.2019;14521
30.7.2019;14524
29.7.2019;14530
26.7.2019;14535
25.7.2019;14535
24.7.2019;14393
23.7.2019;14114
22.7.2019;13863
19.7.2019;13639
18.7.2019;13487
17.7.2019;13309
16.7.2019;13182
15.7.2019;13199
12.7.2019;13214
11.7.2019;13150
10.7.2019;13054
09.7.2019;12977
08.7.2019;12985
05.7.2019;12988
04.7.2019;12994
03.7.2019;12995
02.7.2019;12998
01.7.2019;13009
28.6.2019;12950
27.6.2019;12878
26.6.2019;12858
25.6.2019;12827
24.6.2019;12796
21.6.2019;12760
20.6.2019;12722
19.6.2019;12669
18.6.2019;12671
17.6.2019;12578
14.6.2019;12578
13.6.2019;12584
12.6.2019;12584
11.6.2019;12598
10.6.2019;12594
07.6.2019;12599
06.6.2019;12606
05.6.2019;12501
04.6.2019;12502
03.6.2019;12467
31.5.2019;12511
30.5.2019;12513
29.5.2019;12528
28.5.2019;12532
24.5.2019;12538
23.5.2019;12258
22.5.2019;12261
21.5.2019;12116
20.5.2019;12143
17.5.2019;12068
16.5.2019;12071
15.5.2019;12082
14.5.2019;12029
13.5.2019;11922
10.5.2019;11885
09.5.2019;11782
08.5.2019;11790
07.5.2019;11790
03.5.2019;11787
02.5.2019;11792
01.5.2019;11755
30.4.2019;11768
29.4.2019;11698
26.4.2019;11644
25.4.2019;11651
24.4.2019;11655
23.4.2019;11659
18.4.2019;11670
17.4.2019;11675
16.4.2019;11623
15.4.2019;11623
12.4.2019;11630
11.4.2019;11626
10.4.2019;11627
09.4.2019;11634
08.4.2019;11652
05.4.2019;11667
04.4.2019;11662
03.4.2019;11662
02.4.2019;11662
01.4.2019;11687
29.3.2019;11689
28.3.2019;11717
27.3.2019;11722
26.3.2019;11727
25.3.2019;11735
22.3.2019;11733
21.3.2019;11742
20.3.2019;11752
19.3.2019;11755
18.3.2019;11764
15.3.2019;11783
14.3.2019;11790
13.3.2019;11808
12.3.2019;11858
08.3.2019;11812
07.3.2019;11826
06.3.2019;11834
05.3.2019;11843
04.3.2019;11869
01.3.2019;11917
28.2.2019;11945
27.2.2019;11965
26.2.2019;11975
25.2.2019;11989
22.2.2019;12009
21.2.2019;12031
20.2.2019;12022
19.2.2019;12037
18.2.2019;12148
15.2.2019;12173
14.2.2019;12185
13.2.2019;12170
12.2.2019;12158
11.2.2019;12192
08.2.2019;12193
07.2.2019;12222
06.2.2019;12266
05.2.2019;12284
04.2.2019;12379
01.2.2019;12428
31.1.2019;12446
30.1.2019;12498
29.1.2019;12371
28.1.2019;12409
25.1.2019;12457
24.1.2019;12296
23.1.2019;12108
22.1.2019;12034
21.1.2019;11825
18.1.2019;11757
17.1.2019;11587
16.1.2019;11513
15.1.2019;11583
14.1.2019;11486
11.1.2019;11369
10.1.2019;11411
08.1.2019;11352
07.1.2019;11297
04.1.2019;11220
02.1.2019;11247
31.12.2018;11120
28.12.2018;11018
27.12.2018;11018
24.12.2018;11024
21.12.2018;10888
20.12.2018;10765
19.12.2018;10634
18.12.2018;10535
17.12.2018;10459
13.12.2018;10322
12.12.2018;10272
11.12.2018;10284
10.12.2018;10302
07.12.2018;10384
06.12.2018;9998
05.12.2018;10019
04.12.2018;9964
03.12.2018;9979
30.11.2018;10032
29.11.2018;10025
28.11.2018;10035
27.11.2018;10448
26.11.2018;10509
23.11.2018;10420
22.11.2018;10471
20.11.2018;10402
19.11.2018;10292
16.11.2018;10080
15.11.2018;9923
14.11.2018;9873
13.11.2018;9741
12.11.2018;9574
09.11.2018;9577
08.11.2018;9563
07.11.2018;9537
06.11.2018;9544
05.11.2018;9546
02.11.2018;9549
01.11.2018;9549
31.10.2018;9300
30.10.2018;9330
29.10.2018;9197
26.10.2018;9128
25.10.2018;9283
24.10.2018;9149
23.10.2018;9111
22.10.2018;9012
19.10.2018;8930
18.10.2018;8853
17.10.2018;8801
16.10.2018;8804
15.10.2018;8755
12.10.2018;8749
11.10.2018;8686
10.10.2018;8686
09.10.2018;8700
08.10.2018;8685
05.10.2018;8658
04.10.2018;8690
03.10.2018;8692
02.10.2018;8721
01.10.2018;8860
28.9.2018;8874
27.9.2018;8876
26.9.2018;8879
25.9.2018;8881
24.9.2018;8879
21.9.2018;8508
20.9.2018;8283
19.9.2018;8204
18.9.2018;7975
17.9.2018;7917
14.9.2018;7785
13.9.2018;7651
12.9.2018;7618
11.9.2018;7656
10.9.2018;7778
07.9.2018;7778
06.9.2018;7486
05.9.2018;7441
04.9.2018;7459
03.9.2018;7459
31.8.2018;7411
30.8.2018;7419
29.8.2018;7419
28.8.2018;7286
24.8.2018;7324
23.8.2018;7332
22.8.2018;7293
21.8.2018;7295
20.8.2018;7307
17.8.2018;7307
16.8.2018;7311
15.8.2018;7311
14.8.2018;7315
13.8.2018;7256
10.8.2018;7268
09.8.2018;7270
08.8.2018;7276
07.8.2018;7278
06.8.2018;7280
03.8.2018;7288
02.8.2018;7303
01.8.2018;7307
31.7.2018;7358
30.7.2018;7364
27.7.2018;7374
26.7.2018;7379
25.7.2018;7379
24.7.2018;7195
23.7.2018;7036
20.7.2018;6918
19.7.2018;6745
18.7.2018;6700
17.7.2018;6639
16.7.2018;6526
13.7.2018;6444
12.7.2018;6369
11.7.2018;6375
10.7.2018;6333
09.7.2018;6337
06.7.2018;6350
05.7.2018;6289
04.7.2018;6322
03.7.2018;6409
02.7.2018;6419
29.6.2018;6452
28.6.2018;6461
27.6.2018;6479
26.6.2018;6521
25.6.2018;6661
22.6.2018;6742
21.6.2018;6750
20.6.2018;6802
19.6.2018;6885
18.6.2018;6953
15.6.2018;7024
14.6.2018;7220
13.6.2018;7222
12.6.2018;7460
11.6.2018;7697
08.6.2018;7727
07.6.2018;7733
06.6.2018;7737
05.6.2018;7769
04.6.2018;7778
01.6.2018;7825
31.5.2018;7864
30.5.2018;7876
29.5.2018;7876
25.5.2018;7941
24.5.2018;8022
23.5.2018;8022
22.5.2018;8014
21.5.2018;8014
18.5.2018;7994
17.5.2018;7994
16.5.2018;7980
15.5.2018;7941
14.5.2018;7881
11.5.2018;7833
10.5.2018;7788
09.5.2018;7712
08.5.2018;7714
04.5.2018;7725
03.5.2018;7679
02.5.2018;7696
01.5.2018;7696
30.4.2018;7704
27.4.2018;7714
26.4.2018;7771
25.4.2018;7779
24.4.2018;7790
23.4.2018;7766
20.4.2018;7766
19.4.2018;7769
18.4.2018;7773
16.4.2018;7989
13.4.2018;7989
12.4.2018;7992
11.4.2018;7995
10.4.2018;8012
09.4.2018;8037
06.4.2018;8039
05.4.2018;8039
04.4.2018;8047
03.4.2018;8047
29.3.2018;8109
28.3.2018;8044
27.3.2018;8047
26.3.2018;8050
23.3.2018;8009
22.3.2018;7999
21.3.2018;8092
20.3.2018;8209
19.3.2018;8188
16.3.2018;8204
15.3.2018;8184
14.3.2018;8196
13.3.2018;8199
12.3.2018;8209
09.3.2018;8309
08.3.2018;8621
07.3.2018;8636
06.3.2018;8658
05.3.2018;8724
02.3.2018;8735
01.3.2018;8896
28.2.2018;8900
27.2.2018;8896
26.2.2018;9032
23.2.2018;9052
22.2.2018;9052
21.2.2018;9054
20.2.2018;9067
19.2.2018;9105
16.2.2018;9393
15.2.2018;9424
14.2.2018;9443
13.2.2018;9457
12.2.2018;9867
09.2.2018;9926
08.2.2018;9944
07.2.2018;10013
06.2.2018;10154
05.2.2018;10260
02.2.2018;10335
01.2.2018;10392
31.1.2018;10497
30.1.2018;10539
29.1.2018;10731
26.1.2018;10889
25.1.2018;10969
24.1.2018;10930
23.1.2018;11034
22.1.2018;11242
19.1.2018;11236
18.1.2018;11474
17.1.2018;11609
16.1.2018;11609
15.1.2018;11679
12.1.2018;11739
11.1.2018;11775
10.1.2018;11846
09.1.2018;11928
08.1.2018;11981
05.1.2018;12027
04.1.2018;12089
03.1.2018;12084
02.1.2018;12091
29.12.2017;12131
28.12.2017;12139
27.12.2017;12295
22.12.2017;12494
21.12.2017;12505
20.12.2017;12509
19.12.2017;12510
18.12.2017;12510
15.12.2017;12645
14.12.2017;12651
13.12.2017;12682
12.12.2017;12732
11.12.2017;12734
08.12.2017;12741
07.12.2017;12745
06.12.2017;12784
05.12.2017;12807
04.12.2017;12814
01.12.2017;12843
30.11.2017;12907
29.11.2017;12902
28.11.2017;12929
27.11.2017;12972
24.11.2017;13047
23.11.2017;13085
22.11.2017;13076
21.11.2017;13016
20.11.2017;12937
17.11.2017;12918
16.11.2017;12932
15.11.2017;12949
14.11.2017;12881
13.11.2017;12881
10.11.2017;12913
09.11.2017;12813
08.11.2017;12813
07.11.2017;12853
06.11.2017;12874
03.11.2017;12874
02.11.2017;12899
01.11.2017;12899
31.10.2017;12914
30.10.2017;12926
27.10.2017;12960
26.10.2017;12962
25.10.2017;12977
24.10.2017;12999
23.10.2017;13030
20.10.2017;13169
19.10.2017;13327
18.10.2017;13459
17.10.2017;13460
16.10.2017;13467
13.10.2017;13471
12.10.2017;13652
11.10.2017;13790
10.10.2017;13792
09.10.2017;14098
06.10.2017;14108
05.10.2017;14180
04.10.2017;14180
03.10.2017;14193
02.10.2017;14193
29.9.2017;14441
28.9.2017;14557
27.9.2017;14572
26.9.2017;14842
25.9.2017;14737
22.9.2017;14767
21.9.2017;14644
20.9.2017;14655
19.9.2017;14613
18.9.2017;14569
15.9.2017;14502
14.9.2017;14446
13.9.2017;14432
12.9.2017;14370
11.9.2017;14382
08.9.2017;14382
07.9.2017;14422
06.9.2017;14689
05.9.2017;14689
04.9.2017;14623
01.9.2017;14623
31.8.2017;14664
30.8.2017;14818
29.8.2017;14833
25.8.2017;14850
24.8.2017;14853
23.8.2017;14870
22.8.2017;14872
21.8.2017;14876
18.8.2017;14853
17.8.2017;14865
16.8.2017;14879
15.8.2017;14882
11.8.2017;15078
10.8.2017;15134
09.8.2017;15215
08.8.2017;15284
07.8.2017;15318
04.8.2017;15457
03.8.2017;15460
02.8.2017;15431
01.8.2017;15431
31.7.2017;15494
28.7.2017;15480
27.7.2017;15410
26.7.2017;15367
25.7.2017;15576
24.7.2017;15502
21.7.2017;15502
20.7.2017;15431
19.7.2017;15388
18.7.2017;15336
17.7.2017;15259
14.7.2017;15259
13.7.2017;15334
12.7.2017;15381
11.7.2017;15638
10.7.2017;16328
07.7.2017;16328
06.7.2017;16360
05.7.2017;16363
04.7.2017;16400
03.7.2017;16400
30.6.2017;16413
29.6.2017;16432
28.6.2017;16466
27.6.2017;16527
26.6.2017;16545
23.6.2017;16662
22.6.2017;16648
21.6.2017;16690
20.6.2017;16690
19.6.2017;16693
16.6.2017;16710
15.6.2017;16781
14.6.2017;16760
13.6.2017;16787
12.6.2017;16806
09.6.2017;16824
08.6.2017;16830
07.6.2017;16862
06.6.2017;16823
05.6.2017;16823
02.6.2017;16827
01.6.2017;16827
31.5.2017;16901
30.5.2017;16851
26.5.2017;16872
25.5.2017;16872
24.5.2017;16911
23.5.2017;16894
22.5.2017;16946
19.5.2017;17033
18.5.2017;17051
17.5.2017;17061
16.5.2017;17097
15.5.2017;17141
12.5.2017;17140
11.5.2017;17209
10.5.2017;17215
09.5.2017;17198
08.5.2017;17201
05.5.2017;17180
04.5.2017;17099
03.5.2017;17101
02.5.2017;17101
28.4.2017;17032
27.4.2017;16875
26.4.2017;16895
25.4.2017;16895
24.4.2017;16902
21.4.2017;16860
20.4.2017;16863
19.4.2017;16849
13.4.2017;16919
12.4.2017;16918
11.4.2017;16918
10.4.2017;16869
07.4.2017;16781
06.4.2017;16781
05.4.2017;16753
04.4.2017;16783
03.4.2017;16783
31.3.2017;16850
30.3.2017;16826
29.3.2017;16836
28.3.2017;16738
27.3.2017;16745
24.3.2017;16559
23.3.2017;16564
22.3.2017;16490
21.3.2017;16495
20.3.2017;16497
17.3.2017;16473
16.3.2017;16357
15.3.2017;16371
14.3.2017;16373
13.3.2017;16373
10.3.2017;16394
09.3.2017;16396
08.3.2017;16354
07.3.2017;16411
06.3.2017;16411
03.3.2017;16420
02.3.2017;16470
01.3.2017;16474
28.2.2017;16477
27.2.2017;16371
24.2.2017;16371
23.2.2017;16385
22.2.2017;16396
21.2.2017;16437
20.2.2017;16440
17.2.2017;16334
16.2.2017;16334
15.2.2017;16155
14.2.2017;16185
13.2.2017;16185
10.2.2017;16197
09.2.2017;16173
08.2.2017;16187
07.2.2017;16193
06.2.2017;16187
03.2.2017;16081
02.2.2017;16081
01.2.2017;16058
31.1.2017;16002
30.1.2017;15223
27.1.2017;15149
26.1.2017;15026
25.1.2017;14956
24.1.2017;14873
23.1.2017;14815
20.1.2017;14823
19.1.2017;14705
17.1.2017;14580
16.1.2017;14467
13.1.2017;14515
11.1.2017;14457
10.1.2017;14467
09.1.2017;14541
06.1.2017;14475
05.1.2017;14428
04.1.2017;14428
03.1.2017;14428
30.12.2016;14359
29.12.2016;14153
28.12.2016;14164
23.12.2016;14108
22.12.2016;14167
16.12.2016;14167
15.12.2016;14185
14.12.2016;14185
13.12.2016;14200
09.12.2016;14199
08.12.2016;14199
07.12.2016;14200
06.12.2016;14182
05.12.2016;14182
02.12.2016;14182
01.12.2016;14182
30.11.2016;14200
29.11.2016;14108
28.11.2016;14104
25.11.2016;14077
24.11.2016;14011
23.11.2016;13869
22.11.2016;13817
21.11.2016;13795
18.11.2016;13714
17.11.2016;13718
16.11.2016;13718
15.11.2016;13720
14.11.2016;13722
11.11.2016;13673
10.11.2016;13643
09.11.2016;13671
08.11.2016;13677
07.11.2016;13679
04.11.2016;13679
03.11.2016;13679
02.11.2016;13681
01.11.2016;13681
31.10.2016;13684
28.10.2016;13684
27.10.2016;13693
25.10.2016;13706
24.10.2016;13709
21.10.2016;13711
20.10.2016;13716
19.10.2016;13716
18.10.2016;13719
17.10.2016;13719
14.10.2016;13719
13.10.2016;13721
12.10.2016;13721
11.10.2016;13721
07.10.2016;13746
06.10.2016;13770
05.10.2016;13826
04.10.2016;13828
03.10.2016;13829
30.9.2016;13827
29.9.2016;13845
28.9.2016;13869
27.9.2016;13884
26.9.2016;13884
23.9.2016;13884
22.9.2016;13916
21.9.2016;13918
20.9.2016;13948
19.9.2016;13950
16.9.2016;13956
15.9.2016;14044
14.9.2016;14080
13.9.2016;14074
12.9.2016;14100
09.9.2016;14102
08.9.2016;14102
07.9.2016;14134
06.9.2016;14134
05.9.2016;14134
02.9.2016;14169
01.9.2016;14173
31.8.2016;14198
30.8.2016;14198
26.8.2016;14227
25.8.2016;14227
24.8.2016;14265
23.8.2016;14265
22.8.2016;14322
19.8.2016;14322
18.8.2016;14348
17.8.2016;14348
16.8.2016;14453
15.8.2016;14486
12.8.2016;14486
11.8.2016;14507
10.8.2016;14507
09.8.2016;14486
08.8.2016;14548
05.8.2016;14548
04.8.2016;14568
03.8.2016;14589
02.8.2016;14591
01.8.2016;14591
29.7.2016;14599
28.7.2016;14660
27.7.2016;14681
26.7.2016;14681
25.7.2016;14681
21.7.2016;14681
20.7.2016;14681
19.7.2016;14796
18.7.2016;14912
15.7.2016;14912
14.7.2016;14912
13.7.2016;14912
12.7.2016;14920
11.7.2016;14976
08.7.2016;14978
07.7.2016;14982
06.7.2016;15018
05.7.2016;15018
04.7.2016;15050
01.7.2016;15054
30.6.2016;15082
29.6.2016;15224
28.6.2016;15175
27.6.2016;15186
24.6.2016;15239
23.6.2016;15243
22.6.2016;15294
21.6.2016;15308
20.6.2016;15315
17.6.2016;15319
16.6.2016;15354
15.6.2016;15354
14.6.2016;15355
13.6.2016;15375
10.6.2016;15407
09.6.2016;15462
08.6.2016;15557
07.6.2016;15579
06.6.2016;15583
03.6.2016;15605
02.6.2016;15647
01.6.2016;15659
31.5.2016;15802
26.5.2016;15939
25.5.2016;16013
24.5.2016;16029
19.5.2016;16230
18.5.2016;16275
17.5.2016;16290
16.5.2016;16290
13.5.2016;16290
12.5.2016;16332
11.5.2016;16420
10.5.2016;16424
09.5.2016;16432
06.5.2016;16440
05.5.2016;16498
04.5.2016;16498
03.5.2016;16503
29.4.2016;16610
28.4.2016;16625
27.4.2016;16637
26.4.2016;16659
25.4.2016;16696
22.4.2016;16709
21.4.2016;16751
20.4.2016;16792
19.4.2016;16806
18.4.2016;16829
24.3.2016;17582
23.3.2016;17614
18.3.2016;17802
17.3.2016;17822
16.3.2016;17848
15.3.2016;17882
14.3.2016;17899
10.3.2016;17936
09.3.2016;17978
08.3.2016;17981
07.3.2016;17985
04.3.2016;18036
03.3.2016;18100
02.3.2016;18122
01.3.2016;18173
29.2.2016;18179
26.2.2016;18196
25.2.2016;18198
24.2.2016;18236
23.2.2016;18256
22.2.2016;18270
19.2.2016;18321
18.2.2016;18379
17.2.2016;18541
16.2.2016;18586
15.2.2016;18666
12.2.2016;18717
11.2.2016;18730
10.2.2016;18937
09.2.2016;18956
08.2.2016;18963
05.2.2016;18981
04.2.2016;19033
03.2.2016;19072
02.2.2016;19093
01.2.2016;19109
29.1.2016;19175
28.1.2016;19239
27.1.2016;19278
26.1.2016;19303
25.1.2016;19332
22.1.2016;19366
21.1.2016;19390
20.1.2016;19413
19.1.2016;19447
18.1.2016;19482
13.1.2016;19513
12.1.2016;19561
11.1.2016;19564
31.12.2015;19758
24.12.2015;19809
23.12.2015;19840
22.12.2015;19872
21.12.2015;19882
17.12.2015;19919
16.12.2015;19922
15.12.2015;19926
14.12.2015;19928
11.12.2015;19928
10.12.2015;19932
09.12.2015;19973
08.12.2015;19975
07.12.2015;19983
03.12.2015;20008
02.12.2015;20028
01.12.2015;20033
30.11.2015;20033
27.11.2015;20076
26.11.2015;20084
25.11.2015;20098
24.11.2015;20100
23.11.2015;20116
20.11.2015;20117
19.11.2015;20118
17.11.2015;20013
16.11.2015;20020
12.11.2015;20040
11.11.2015;20040
10.11.2015;20040
09.11.2015;20055
06.11.2015;20055
05.11.2015;20092
04.11.2015;20094
03.11.2015;20039
02.11.2015;20077
30.10.2015;20077
28.10.2015;20141
27.10.2015;20145
26.10.2015;20151
23.10.2015;20170
22.10.2015;20378
21.10.2015;20387
20.10.2015;20403
19.10.2015;20409
16.10.2015;20415
15.10.2015;20415
14.10.2015;20418
13.10.2015;20431
12.10.2015;20443
11.10.2015;20303
08.10.2015;20303
07.10.2015;20312
06.10.2015;20255
05.10.2015;20256
04.10.2015;20259
01.10.2015;20247
30.9.2015;20296
29.9.2015;20292
28.9.2015;20327
14.9.2015;20595
03.9.2015;20481
17.8.2015;20368
03.8.2015;20396
20.7.2015;20047
06.7.2015;19155
22.6.2015;18664
08.6.2015;18435
25.5.2015;18052
11.5.2015;17810
27.4.2015;17549
13.4.2015;17227
30.3.2015;16989
16.3.2015;16365
02.3.2015;15744
16.2.2015;15244
02.2.2015;14824
19.1.2015;14026
05.1.2015;13028
